salesanalysis,Design,Category_Code,VOCNO
1,DIAMOND RING,RN,230
1,DIAMOND RING,RN,235
1,DIAMOND RING,RN,242
1,DIAMOND EARRING,ER,231
1,DIAMOND EARRING,ER,231
1,DIAMOND SUITI,SUT,254
1,DIAMOND EARRING,ER,269
1,DIAMOND PENDANT,PN,266
1,DIAMOND EARRING,ER,256
1,DIAMOND BANGLE,BN,7
1,DIAMOND BANGLE,BN,7
1,DIAMOND BANGLE,BN,7
1,DIAMOND BANGLE,BN,7
1,DIAMOND RING,RN,270
1,DIAMOND BROOCH,,270
1,DIAMOND RING,RN,270
1,DIAMOND BANGLE,BN,270
1,DIAMOND BANGLE,BN,270
1,DIAMOND PENDANT,PN,270
1,DIAMOND EARRING,ER,270
1,DIAMOND BANGLE,BN,270
1,DIAMOND BANGLE,BN,270
1,DIAMOND BANGLE,BN,270
1,DIAMOND BANGLE,BN,270
1,DIAMOND BANGLE,BN,270
1,DIAMOND BANGLE,BN,270
1,DIAMOND EARRING,ER,270
1,DIAMOND BANGLE,BN,270
1,DIAMOND BANGLE,BN,270
1,DIAMOND ANKLET,AN,239
1,DIAMOND EARRING,ER,251
1,DIAMOND RING,RN,251
1,DIAMOND PENDANT,PN,251
1,DIAMOND PENDANT,PN,252
1,DIAMOND RING,RN,255
1,DIAMOND EARRING,ER,255
1,DIAMOND RING,RN,263
1,DIAMOND BRACELET,BR,267
1,DIAMOND RING,RN,1
1,DIAMOND EARRING,ER,1
1,DIAMOND RING,RN,1
1,DIAMOND RING,RN,1
1,DIAMOND RING,RN,1
1,DIAMOND RING,RN,1
1,DIAMOND RING,RN,1
1,DIAMOND EARRING,ER,1
1,DIAMOND BANGLE,BN,1
1,DIAMOND NECKALCE,NK,1
1,DIAMOND RING,RN,1
1,GOLD RING,RN,1
1,DIAMOND RING,RN,1
1,DIAMOND RING,RN,34
1,DIAMOND RING,RN,2
1,DIAMOND RING,RN,61
1,DIAMOND EARRING,ER,52
1,DIAMOND,BN,52
1,DIAMOND BRACELET,BT,17
1,Diamond Bangle,,35
1,DIAMOND RING,RN,57
1,,,53
1,DIAMOND RING,RN,5
1,DIAMOND EARRING,ER,19
1,DIAMOND RING,RN,25
1,DIAMOND,PN,28
1,DIAMOND RING,RN,31
1,DIAMOND RING,RN,32
1,DIAMOND RING,RN,38
1,DIAMOND CHOKER NECKLACE,NK,44
1,DIAMOND,PN,14
1,Multi Tourmaline              ,,14
1,DIAMOND,PN,14
1,Multi Tourmaline              ,,14
1,DIAMOND RING,RN,22
1,DIAMOND,PN,27
1,DIAMOND RING,RN,13
1,DIAMOND NECKLACE,NK,10
1,DIAMOND RING,RN,11
1,DIAMOND EARRING,ER,5
1,DIAMOND EARRING,ER,5
1,DIAMOND BRACELET,BR,5
1,Ring With Cert Dia            ,,5
1,DIAMOND,RN,5
1,DIAMOND EARRING,ER,5
1,DIAMOND EARRING,ER,5
1,DIAMOND EARRING,ER,5
1,DIAMOND EARRING,ER,5
1,DIAMOND EARRING,ER,5
1,DIAMOND EARRING,ER,5
1,DIAMOND EARRING,ER,5
1,DIAMOND EARRING,ER,5
1,DIAMOND NECKLACE,NK,17
1,DIAMOND CHOKER NECKLACE,NK,17
1,DIAMOND EARRING,ER,1
1,GOLD BROOCH,BRCH,1
1,DIAMOND RING,RN,161
1,DIAMOND RING,RN,161
1,DIAMOND ANKLET,AN,115
1,DIAMOND RING,RN,124
1,DIAMOND RING,RN,160
1,DIAMOND EARRING,ER,132
1,DIAMOND EARRING,ER,132
1,DIAMOND EARRING,ER,164
1,DIAMOND BRACELET,BT,113
1,DIAMOND RING,RN,116
1,DIAMOND PENDANT,PN,118
1,DIAMOND PENDANT,PN,133
1,DIAMOND PENDANT,PN,148
1,DIAMOND PENDANT,PN,140
1,DIAMOND,BT,143
1,DIAMOND PENDANT,PN,147
1,DIAMOND RING,RN,155
1,DIAMOND PENDANT,GP,157
1,DIAMOND EARRING,ER,170
1,DIAMOND RING,,153
1,DIAMOND RING,RN,77
1,DIAMOND NECLACE,NK,77
1,DIAMOND EARRING,ER,77
1,DIAMOND BRACELET,BT,310
1,DIAMOND,BN,310
1,DIAMOND RING,RN,370
1,DIAMOND RING,RN,302
1,Multi Tourmaline              ,,302
1,DIAMOND,BN,302
1,DIAMOND EARRING,ER,373
1,DIAMOND EARRING,ER,17
1,DIAMOND RING,RN,313
1,DIAMOND RING,RN,12
1,DIAMOND EARRING,ER,338
1,DIAMOND RING,RN,338
1,DIAMOND PENDANT,PN,282
1,DIAMOND EARRING,ER,282
1,DIAMOND RING,RN,286
1,DIAMOND RING,RN,291
1,DIAMOND EARRING,ER,294
1,DIAMOND BRACELET,BT,295
1,DIAMOND RING,RN,316
1,DIAMOND EARRING,ER,305
1,DIAMOND EARRING,ER,307
1,DIAMOND PENDANT,PN,317
1,DIAMOND PENDANT,PN,317
1,DIAMOND CHOKER NECKLACE,NK,326
1,DIAMOND BANGLE,BN,329
1,DIAMOND BANGLE,BN,329
1,DIAMOND PENDANT,PN,333
1,DIAMOND PENDANT,PN,15
1,DIAMOND PENDANT,PN,334
1,DIAMOND RING (DMCC),,336
1,DIAMOND EARRING,ER,337
1,DIAMOND PENDANT,PN,343
1,DIAMOND PENDANT,PN,348
1,DIAMOND PENDANT,PN,348
1,DIAMOND PENDANT,PN,16
1,DIAMOND RING,RN,364
1,DIAMOND NECKLACE,NK,371
1,DIAMOND,PN,371
1,DIAMOND PENDANT,PN,372
1,DIAMOND EARRING,ER,290
1,DIAMOND RING,RN,100
1,DIAMOND EARRING,ER,100
1,DIAMOND NECKLACE,NK,100
1,DIAMOND BANGLE,BN,100
1,DIAMOND BRACELET,BT,100
1,DIAMOND,PN,534
1,DIAMOND RING,RN,453
1,Multi Tourmaline              ,,467
1,DIAMOND RING,RN,482
1,Multi Tourmaline              ,,482
1,DIAMOND RING BAN,RN,534
1,GOLD EARRING WITH MALACATE,ER,502
1,DIAMOND BANGLE,BN,502
1,GOLD BANGLE,BN,502
1,DIAMOND BANGLE WITH TARQUISE,BN,502
1,DIAMOND BANGLE,BN,502
1,DIAMOND BANGLE,BN,502
1,DIAMOND PENDANT,PN,502
1,DIAMOND BRACELET,BR,502
1,DIAMOND PENDENT WITH MELACATE,PN,502
1,DIAMOND PENDANT,PN,502
1,DIAMOND PENDANT,PN,502
1,DIAMOND RING,RN,502
1,DIAMOND RING,RN,502
1,DIAMOND RING,RN,502
1,DIAMOND RING,RN,502
1,GOLD BANGLE,BN,502
1,DIAMOND BANGLE,BN,502
1,GOLD BRACELET WITH MALACATE,BR,502
1,GOLD BRACELET,BR,502
1,DIAMOND PENDENT,PN,502
1,DIAMOND PENDENT,PN,502
1,DIAMOND NECKLACE,NK,535
1,DIAMOND EARRING,ER,535
1,DIAMOND EARRING,ER,535
1,DIAMOND BRACELET,BT,535
1,DIAMOND BRACELET,BT,535
1,DIAMOND RING BAN,RN,474
1,DIAMOND NECKLACE,NK,447
1,DIAMOND RING,RN,533
1,DIAMOND RING BAN,RN,533
1,DIAMOND RING BAN,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING BAN,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,DIAMOND RING,RN,533
1,GOLD EARRING,ER,469
1,DIAMOND PENDANT,PN,469
1,DIAMOND RING,RN,469
1,GOLD EARRING,ER,469
1,GOLD EARRING,ER,469
1,GOLD EARRING,ER,469
1,DIAMOND NECKLACE,PN,495
1,DIAMOND NECKLACE,PN,495
1,DIAMOND PENDANT,PN,495
1,GOLD EARRING,ER,495
1,DIAMOND RING,RN,495
1,GOLD EARRING,ER,517
1,DIAMOND,PN,517
1,,,517
1,GOLD EARRING,ER,517
1,GOLD EARRING,ER,517
1,DIAMOND EARRING,ER,517
1,DIAMOND PENDANT,PN,517
1,DIAMOND BANGLE,BN,32
1,DIAMOND BANGLE,BN,32
1,Multi Tourmaline              ,,30
1,DIAMOND RING,RN,30
1,DIAMOND EARRING,ER,30
1,DIAMOND RING,RN,31
1,DIAMOND RING,RN,33
1,DIAMOND BRACELET,BT,544
1,DIAMOND PENDANT,PN,529
1,DIAMOND RING,RN,491
1,,,471
1,DIAMOND EARRING,ER,483
1,DIAMOND PENDANT,PN,494
1,DIAMOND PENDANT,PN,494
1,DIAMOND PENDANT,PN,494
1,DIAMOND RING,RN,500
1,DIAMOND EARRING,ER,509
1,DIAMOND PENDANT,PN,519
1,Diamond Ring,,523
1,DIAMOND PENDANT,PN,523
1,DIAMOND PENDANT,PN,523
1,DIAMOND RING,RN,530
1,DIAMOND EARRING,ER,531
1,DIAMOND RING,RN,531
1,DIAMOND,PN,531
1,Multi Tourmaline              ,,540
1,Dia Bracelet,,31
1,DIAMOND NECKLACE,NK,262
1,Multi Tourmaline              ,,261
1,DIAMOND BANGLE,BN,261
1,Multi Tourmaline              ,,271
1,Multi Tourmaline              ,,271
1,DIAMOND BANGLE,BN,281
1,DIAMOND RING,RN,283
1,DIAMOND SET (NK+ER+RN+BT),,283
1,DIAMOND EARRING,ER,268
1,DIAMOND EARRING,ER,280
1,DIAMOND EARRING,ER,278
1,DIAMOND BRACELET,BT,278
1,DIAMOND EARRING,ER,278
1,DIAMOND EARRING,ER,278
1,DIAMOND EARRING,ER,278
1,DIAMOND PENDANT,PN,278
1,DIAMOND RING,RN,278
1,DIAMOND EARRING,ER,278
1,DIAMOND,PN,278
1,DIAMOND EARRING,ER,280
1,DIAMOND EARRING,ER,280
1,Multi Tourmaline              ,,3
1,DIAMOND EARRING,ER,58
1,DIAMOND EARRING,ER,58
1,Multi Tourmaline              ,,58
1,DIAMOND BANGLE,BN,58
1,DIAMOND BANGLE,BN,3
1,Multi Tourmaline              ,,57
1,DIAMOND BANGLE,BN,57
1,DIAMOND EARRING,ER,2
1,DIAMOND EARRING,ER,2
1,Multi Tourmaline              ,,2
1,DIAMOND BANGLE,BN,2
1,DIAMOND BANGLE,,174
1,DIAMOND RING,RN,174
1,DIAMOND EARRING,ER,183
1,DIAMOND EARRING,ER,183
1,DIAMOND PENDANT,PN,183
1,DIAMOND EARRING,ER,183
1,DIAMOND EARRING,ER,180
1,DIAMOND EARRING,ER,180
1,GOLD EARRING,ER,166
1,,,206
1,DIAMOND EARRING,ER,178
1,DIAMOND RING,RN,190
1,DIAMOND BRACELET,BR,198
1,DIAMOND EARRING,ER,204
1,GOLD BRACELET,BT,204
1,GOLD BRACELET,BT,203
1,GOLD BRACELET,BT,203
1,DIAMOND BANGLE,BN,203
1,DIAMOND RING,RN,211
1,DIAMOND BANGLE,BN,211
1,DIAMOND EARRING,ER,215
1,GOLD BRACELET,BR,219
1,DIAMOND BANGLE,,219
1,DIAMOND EARRING,ER,219
1,DIAMOND RING,RN,161
1,DIAMOND RING,RN,161
1,DIAMOND RING,RN,161
1,DIAMOND RING,RN,161
1,DIAMOND BANGLE,BN,161
1,DIAMOND BANGLE,BN,161
1,DIAMOND BANGLE,BN,62
1,DIAMOND BANGLE,BN,62
1,GOLD RING,RN,70
1,DIAMOND BRACELET,BT,61
1,DIAMOND BRACELET,BT,61
1,Diamond Earring,,61
1,DIAMOND PENDANT,PN,61
1,DIAMOND PENDANT,PN,61
1,DIAMOND EARRING,ER,63
1,DIAMOND,RN,63
1,DIAMOND BANGLE,BN,80
1,DIAMOND NECKLACE,NK,80
1,DIAMOND RING,RN,238
1,DIAMOND RING,RN,210
1,DIAMOND BRACELET,BT,211
1,Multi Tourmaline              ,,201
1,DIAMOND RING,RN,200
1,,,232
1,DIAMOND CHOKER NECKLACE,NK,239
1,GOLD NECKLACE,GN,209
1,GOLD EARRING,GE,209
1,DIAMOND EARRING,ER,213
1,DIAMOND PENDANT,PN,213
1,DIAMOND,ER,228
1,DIAMOND BRACELET,BT,236
1,GOLD RING,RN,236
1,DIAMOND NECKLACE,NK,217
1,DIAMOND RING,RN,224
1,DIAMOND RING,RN,224
1,Diamond Pendant,PN,203
1,Diamond Earring,ER,212
1,DIAMOND NECKLACE,NK,206
1,DIAMOND BRACELET,BT,214
1,DIAMOND BANGLE,BN,215
1,DIAMOND RING,RN,215
1,DIAMOND PENDANT,PN,220
1,DIAMOND EARRING,ER,220
1,DIAMOND RING,RN,221
1,GOLD NECKLACE,GN,223
1,DIAMOND PENDANT,PN,225
1,DIAMOND EARRING,ER,225
1,GOLD BRACELET,GBT,226
1,DIAMOND NECKLACE,NK,229
1,DIAMOND RING,RN,229
1,DIAMOND RING,RN,229
1,DIAMOND,BN,233
1,DIAMOND RING,RN,234
1,DIAMOND NECKLACE,NK,234
1,DIAMOND BRACELET,BT,235
1,DIAMOND PENDANT,PN,237
1,DIAMOND EARRING,ER,241
1,,,24
1,DIAMOND RING,RN,24
1,DIAMOND BANGLE,BN,24
1,DIAMOND BANGLE,BN,344
1,DIAMOND BRACELET,BR,336
1,,,341
1,GOLD EARRING,ER,374
1,GOLD EARRING,ER,374
1,DIAMOND RING,RN,203
1,DIAMOND BANGLE,BN,202
1,DIAMOND PENDANT,PN,184
1,DIAMOND PENDANT,PN,184
1,DIAMOND PENDANT,PN,184
1,DIAMOND PENDANT,PN,184
1,DIAMOND BRACELET,BR,184
1,DIAMOND BRACELET,BR,184
1,DIAMOND BRACELET,BR,184
1,GOLD BRACELET,BR,189
1,DIAMOND EARRING,ER,187
1,DIAMOND RING,RN,193
1,Diamond Earring,,195
1,DIAMOND RING,RN,195
1,DIAMOND EARRING,ER,192
1,DIAMOND PENDANT,PN,192
1,,,192
1,DIAMOND RING,RN,192
1,Multi Tourmaline              ,,292
1,DIAMOND PENDENT,PN,283
1,DIAMOND PENDENT,PN,283
1,DIAMOND PENDANT,PN,360
1,DIAMOND RING,RN,360
1,DIAMOND PENDANT,PN,309
1,DIAMOND BRACELET,BR,365
1,DIAMOND RING,RN,365
1,DIAMOND PENDANT,PN,300
1,DIAMOND RING,RN,300
1,DIAMOND EARRING,ER,300
1,DIAMOND PENDANT,PN,300
1,,,328
1,DIAMOND BANGLE,BN,357
1,DIAMOND NECKLACE,NK,362
1,DIAMOND EARRING,ER,362
1,DIAMOND NECKLACE,NK,362
1,DIAMOND EARRING,ER,362
1,DIAMOND  RING,RN,366
1,DIAMOND EARRING,ER,367
1,DIAMOND EARRING,ER,367
1,DIAMOND BANGLE,BN,367
1,DIAMOND EARRING,ER,367
1,DIAMOND EARRING,ER,352
1,DIAMOND EARRING,ER,97
1,DIAMOND PENDANT,PN,97
1,DIAMOND RING,RN,97
1,Multi Tourmaline              ,,97
1,DIAMOND EARRING,ER,98
1,DIAMOND RING,RN,98
1,DIAMOND RING,RN,98
1,DIAMOND BANGLE,BN,99
1,DIAMOND BANGLE,BN,5
1,DIAMOND RING,RN,34
1,DIAMOND RING,RN,35
1,DIAMOND PENDANT,PN,37
1,DIAMOND EARRING,ER,37
1,DIAMOND RING,RN,37
1,DIAMOND PENDANT,PN,38
1,DIAMOND BRACELET,BT,38
1,DIAMOND RING,RN,36
1,DIAMOND BRACELET,BT,40
1,Ring With Diamond & Col Stone,,39
1,DIAMOND EARRING,ER,41
1,DIAMOND BANGLE,BN,42
1,DIAMOND RING,RN,43
1,DIAMOND BRACELET,BT,44
1,DIAMOND BRACELET,BT,44
1,DIAMOND EARRING,REP,45
1,DIAMOND PENDANT,PN,47
1,DIAMOND RING,RN,46
1,DIAMOND BANGLE,BN,48
1,DIAMOND EARRING,ER,48
1,DIAMOND PENDANT,PN,48
1,,,13
1,DIAMOND RING,RN,13
1,DIAMOND EARRING,ER,233
1,DIAMOND RING,RN,226
1,DIAMOND EARRING,ER,226
1,DIAMOND NECKLACE,NK,226
1,DIAMOND BANGLE,BN,226
1,DIAMOND PENDANT,PN,74
1,GOLD RING,RN,78
1,DIAMOND BRACELET,BT,78
1,DIAMOND EARRING,ER,90
1,DIAMOND EARRING,ER,65
1,DIAMOND RING,RN,65
1,Multi Tourmaline              ,,65
1,DIAMOND PENDANT,PN,69
1,DIAMOND,RN,80
1,DIAMOND RING,RN,80
1,DIAMOND EARRING,ER,80
1,DIAMOND EARRING,ER,62
1,DIAMOND EARRING,ER,62
1,DIAMOND RING,RN,62
1,Multi Tourmaline              ,,62
1,DIAMOND RING,RN,85
1,DIAMOND EARRING,ER,85
1,DIAMOND PENDANT,PN,85
1,DIAMOND EARRING,PN,33
1,DIAMOND EARRING,PN,33
1,DIAMOND,PN,20
1,DIAMOND EARRING,ER,20
1,Diamond Ring,,20
1,DIAMOND RING,RN,22
1,DIAMOND PENDANT,PN,2
1,DIAMOND EARRING,ER,2
1,DIAMOND BRACELET,BT,43
1,DIAMOND BRACELET,BT,43
1,DIAMOND BRACELET,BT,43
1,DIAMOND BANGLE,BN,39
1,GOLD NECKLACE,NK,72
1,DIAMOND,BN,46
1,DIAMOND RING,RN,16
1,DIAMOND RING,RN,9
1,DIAMOND PENDANT,PN,9
1,DIAMOND EARRING,ER,9
1,DIAMOND EARRING,ER,9
1,DIAMOND CHOKER NECKLACE,NK,24
1,DIAMOND NECKLACE,NK,24
1,Diamond Necklace,,34
1,DIAMOND RING,RN,45
1,DIAMOND PENDANT,PN,49
1,DIAMOND BANGLE,BN,63
1,DIAMOND RING,RN,69
1,DIAMOND BRACELET,BT,70
1,DIAMOND ANKLET,AN,71
1,GOLD EARRING,ER,4
1,DIAMOND BANGLE,BN,4
1,DIAMOND PRNDANT,PN,3
1,DIAMOND RING,RN,3
1,DIAMOND RING,RN,3
1,DIAMOND BANGLE,BN,6
1,DIAMOND NECKLACE,NK,6
1,Multi Tourmaline              ,,26
1,Multi Tourmaline              ,,26
1,Diamond Bracelet,,16
1,Diamond Bracelet,,16
1,DIAMOND BRACELET,BR,24
1,DIAMOND RING,RN,1
1,DIAMOND BANGLE,BN,127
1,DIAMOND PENDANT,PN,141
1,DIAMOND EARRING,ER,165
1,GOLD BANGLE,BN,148
1,DIAMOND PENDANT,PN,148
1,,,173
1,DIAMOND RING,RN,173
1,DIAMOND NECKLACE,NK,6
1,DIAMOND RING,RN,155
1,DIAMOND NECKLACE,NK,162
1,DIAMOND NECKLACE,NK,162
1,DIAMOND PENDANT,PN,162
1,DIAMOND BANGLE,BN,147
1,GOLD BRACELET WITH CHALCEDONY,BT,147
1,DIAMOND RING,RN,125
1,DIAMOND EARRING,ER,154
1,DIAMOND EARRING,ER,154
1,DIAMOND BANGLE,BN,154
1,DIAMOND RING,RN,154
1,DIAMOND CHOKER NECKLACE,NK,121
1,DIAMOND RING,RN,130
1,DIAMOND,NK,130
1,DIAMOND,NK,130
1,DIAMOND,NK,130
1,DIAMOND BRACELET,BT,130
1,DIAMOND,BN,130
1,DIAMOND NECKLACE,NK,5
1,DIAMOND BRACELET,BT,5
1,DIAMOND EARRING,ER,153
1,DIAMOND BRACELET,BT,153
1,DIAMOND RING,RN,153
1,DIAMOND NECKLACE,NK,153
1,DIAMOND RING,RN,169
1,GOLD BANGLE,BN,139
1,DIAMOND EARRING,REP,149
1,DIAMOND EARRING,REP,149
1,GOLD PENDANT,,149
1,GOLD PENDANT,,149
1,DIAMOND RING,RN,157
1,DIAMOND RING,RN,157
1,GOLD BRACELET,GBT,164
1,DIAMOND PENDANT,PN,28
1,DIAMOND BRACELET,BT,96
1,DIAMOND PENDANT,PN,93
1,DIAMOND EARRING,ER,93
1,DIAMOND RING,RN,93
1,DIAMOND RING,RN,122
1,PEARL EARRING,ER,112
1,GOLD EARRING,ER,112
1,GOLD PENDANT,PN,4
1,DIAMOND PENDANT,PN,115
1,DIAMOND BANGLE,BN,111
1,DIAMOND,PN,97
1,DIAMOND BANGLE,BN,109
1,DIAMOND RING,RN,109
1,DIAMOND BANGLE,BN,109
1,DIAMOND RING,REP,109
1,DIAMOND RING,RN,119
1,,,167
1,,,171
1,DIAMOND PENDANT,PN,159
1,DIAMOND BRACELET,BT,162
1,DIAMOND ANKLET,AN,162
1,DIAMOND CHOKER NECKLACE,NK,161
1,Diamond Ring,,175
1,DIAMOND RING,,175
1,DIAMOND EARRING,ER,175
1,DIAMOND,NK,175
1,DIAMOND EARRING,ER,175
1,DIAMOND,NK,175
1,DIAMOND EARRING,ER,175
1,DIAMOND EARRING,ER,175
1,DIAMOND RING,,175
1,DIAMOND NECKLACE,NK,175
1,DIAMOND PENDANT,PN,176
1,DIAMOND,NK,537
1,DIAMOND EARRING,ER,498
1,DIAMOND EARRING,ER,498
1,DIAMOND EARRING,ER,504
1,DIAMOND BRADCELET,BT,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND EARRING,ER,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND EARRING,PN,498
1,DIAMOND RING,RN,498
1,DIAMOND BRACELET,BT,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND BRACELET,BT,498
1,DIAMOND PENDANT,PN,498
1,DIAMOND EARRING,ER,498
1,DIAMOND EARRING,ER,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND EARRING,ER,498
1,DIAMOND PENDANT,PN,498
1,DIAMOND RING,RN,498
1,DIAMOND PENDANT,PN,498
1,DIAMOND EARRING,ER,498
1,DIAMOND RING,RN,498
1,DIAMOND PENDANT,PN,498
1,DIAMOND EARRING,ER,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND EARRING,ER,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND PENDANT,PN,498
1,DIAMOND PENDANT,PN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,498
1,GOLD EARRING,ER,505
1,GOLD EARRING,ER,505
1,GOLD EARRING,ER,505
1,GOLD EARRING,ER,505
1,DIAMOND NECKLACE,PN,530
1,GOLD PENDANT WITH CHAIN,PN,530
1,GOLD EARRING,ER,530
1,GOLD EARRING,ER,530
1,GOLD EARRING,ER,530
1,DIAMOND NECKLACE,PN,530
1,DIAMOND RING,RN,556
1,GOLD EARRING,ER,556
1,GOLD EARRING,ER,556
1,GOLD EARRING,ER,556
1,GOLD EARRING,ER,556
1,DIAMOND BANGLE,BN,556
1,DIAMOND PENDANT,PN,523
1,DIAMOND RING,ER,32
1,Multi Tourmaline              ,,26
1,DIAMOND RING,,3
1,DIAMOND RING,RN,3
1,DIAMOND BRACELET,,3
1,DIAMOND EARRING,ER,4
1,DIAMOND PENDANT,PN,4
1,Multi Tourmaline              ,,2
1,GOLD PENDANT,PN,1
1,,,7
1,DIAMOND EARRING,ER,11
1,DIAMOND,NK,14
1,DIAMOND,PN,15
1,DIAMOND EARRING,ER,17
1,DIAMOND RING,RN,24
1,DIAMOND RING,RN,1
1,DIAMOND EARRING,ER,1
1,DIAMOND BRACELET,BT,12
1,DIAMOND RING,RN,25
1,DIAMOND RING,RN,25
1,DIAMOND RING,RN,25
1,DIAMOND RING,RN,25
1,DIAMOND EARRING,ER,200
1,DIAMOND PENDANT,PN,203
1,,,204
1,DIAMOND NECKLACE,NK,206
1,DIAMOND EARRING,ER,208
1,DIAMOND RING,RN,205
1,DIAMOND PENDANT,PN,217
1,DIAMOND EARRING,ER,220
1,GOLD EARRING,ER,220
1,DIAMOND RING,RN,229
1,DIAMOND BRACELET,BT,228
1,DIAMOND RING,RN,230
1,DIAMOND RING,RN,476
1,DIAMOND EARRING,ER,476
1,DIAMOND RING,RN,476
1,COLOURSTONE RING,RN,516
1,DIAMOND RING,RN,273
1,DIAMOND BANGLE,BN,273
1,DIAMOND RING,RN,263
1,DIAMOND RING,RN,270
1,DIAMOND RING,RN,282
1,DIAMOND BANGLE,BN,4
1,GOLD RING,RN,4
1,DIAMOND RING,RN,4
1,DIAMOND,PN,4
1,DIAMOND RING,RN,4
1,DIAMOND RING,RN,4
1,DIAMOND RING,RN,5
1,DIAMOND NECKLACE,NK,141
1,Multi Tourmaline              ,,141
1,Multi Tourmaline              ,,93
1,Multi Tourmaline              ,,93
1,DIAMOND RING,RN,88
1,DIAMOND BRACELET,BT,88
1,DIAMOND EARRING,ER,136
1,DIAMOND BRACELET,BT,98
1,GOLD EARRING,ER,107
1,,,126
1,,,90
1,DIAMOND RING,RN,90
1,DIAMOND RING,RN,8
1,,,8
1,Diamond Ring,,96
1,Diamond Ring,,97
1,,,97
1,Multi Tourmaline              ,,102
1,DIAMOND RING,RN,103
1,Diamond Pendant,,111
1,DIAMOND RING,RN,114
1,,,114
1,DIAMOND PENDENT,PN,123
1,DIAMOND RING,RN,150
1,DIAMOND EARRING,ER,156
1,DIAMOND RING,RN,158
1,,,158
1,DIAMOND EARRING,ER,164
1,,,115
1,DIAMOND EARRING,ER,100
1,DIAMOND RING,RN,100
1,DIAMOND EARRING,ER,94
1,DIAMOND EARRING,ER,94
1,DIAMOND EARRING,ER,163
1,DIAMOND EARRING,ER,22
1,DIAMOND CHOKER NECKLACE,NK,21
1,DIAMOND,PN,16
1,DIAMOND CHOKER NECKLACE,NK,19
1,DIAMOND PENDANT,PN,17
1,DIAMOND EARRING,ER,18
1,DIAMOND EARRING,ER,18
1,DIAMOND EARRING,ER,18
1,DIAMOND EARRING,ER,18
1,DIAMOND EARRING,ER,18
1,,,253
1,DIAMOND BANGLE,BN,228
1,DIAMOND BANGLE,BN,245
1,GOLD PENDANT,PN,221
1,DIAMOND RING,RN,224
1,DIAMOND RING,RN,9
1,DIAMOND PENDANT,PN,235
1,DIAMOND PENDANT,PN,234
1,DIAMOND NECKLACE,NK,236
1,DIAMOND RING,RN,239
1,DIAMOND RING,RN,243
1,DIAMOND BRACELET,BT,256
1,DIAMOND RING,RN,256
1,DIAMOND EARRING,ER,256
1,DIAMOND,PN,259
1,DIAMOND,PN,259
1,DIAMOND,PN,259
1,DIAMOND,PN,259
1,DIAMOND BANGLE,BN,261
1,DIAMOND,RN,262
1,DIAMOND RING,RN,268
1,DIAMOND EARRING,ER,268
1,DIAMOND RING,RN,268
1,DIAMOND PENDANT,PN,273
1,DIAMOND EARRING,ER,273
1,DIAMOND RING,RN,273
1,DIAMOND BRACELET,BT,281
1,Multi Tourmaline              ,,231
1,DIAMOND RING,RN,90
1,DIAMOND,PN,83
1,GOLD NECKLACE,NK,83
1,Diamond Bangle,BT,83
1,DIAMOND BANGLE,BN,83
1,DIAMOND EARRING,ER,7
1,DIAMOND NECKLACE,NK,7
1,DIAMOND BRACELET,BR,7
1,DIAMOND EARRING,ER,8
1,DIAMOND NECKLACE,NK,8
1,,,73
1,DIAMOND,PN,7
1,DIAMOND RING,RN,67
1,DIAMOND RING,RN,8
1,DIAMOND RING,RN,8
1,Multi Tourmaline              ,,8
1,DIAMOND RING,RN,65
1,DIAMOND RING,RN,68
1,DIAMOND EARRING,ER,69
1,DIAMOND PENDANT,PN,70
1,DIAMOND RING,RN,70
1,DIAMOND EARRING,ER,70
1,DIAMOND EARRING,ER,71
1,DIAMOND RING,RN,75
