salesanalysis,Design,Category_Code,VOCNO
1,DIAMOND RING,RN,142
1,DIAMOND PENDANT,PN,146
1,DIAMOND EARRING,ER,153
1,DIAMOND BRACELET,BT,159
1,DIAMOND RING,RN,242
1,DIAMOND RING,RN,277
1,DIAMOND EARRING,ER,277
1,DIAMOND EARRING,ER,234
1,DIAMOND BRACELET,BT,232
1,DIAMOND BRACELET,BT,233
1,DIAMOND EARRING,ER,240
1,DIAMOND PENDANT,PN,18
1,DIAMOND,RN,272
1,DIAMOND,RN,19
1,DIAMOND EARRING,ER,276
1,DIAMOND EARRING,ER,276
1,DIAMOND RING,RN,251
1,DIAMOND,BN,251
1,DIAMOND RING,RN,251
1,DIAMOND BANGLE,BN,273
1,DIAMOND RING,RN,236
1,DIAMOND RING,RN,243
1,DIAMOND EARRING,ER,246
1,DIAMOND PENDANT,PN,248
1,DIAMOND EARRING,ER,252
1,DIAMOND BRACELET,BT,253
1,DIAMOND BRACELET,BT,254
1,DIAMOND BRACELET,BT,16
1,DIAMOND BRACELET,BT,262
1,DIAMOND RING,RN,256
1,DIAMOND,RN,263
1,DIAMOND,RN,17
1,DIAMOND RING,RN,271
1,DIAMOND  RING,RN,265
1,DIAMOND RING,RN,41
1,DIAMOND RING,RN,41
1,DIAMOND RING,RN,62
1,DIAMOND PENDANT,PN,34
1,DIAMOND PENDANT,PN,37
1,DIAMOND RING,RN,38
1,DIAMOND RING,RN,40
1,DIAMOND NOSEPIN,NP,43
1,DIAMOND RING,RN,44
1,DIAMOND ANKLET,AN,44
1,DIAMOND RING,RN,45
1,DIAMOND PENDANT,PN,48
1,DIAMOND PENDANT,PN,51
1,DIAMOND PENDANT,PN,51
1,DIAMOND EARRING,ER,53
1,DIAMOND BRACELET,BT,55
1,DIAMOND RING,RN,58
1,DIAMOND EARRING,ER,58
1,DIAMOND PENDANT,PN,58
1,DIAMOND ANKLET,AN,63
1,DIAMOND BRACELET,BT,65
1,DIAMOND,BN,31
1,DIAMOND BRACELET,BT,43
1,DIAMOND RING,RN,98
1,DIAMOND PENDANT,PN,63
1,DIAMOND EARRING,ER,63
1,DIAMOND RING,RN,67
1,DIAMOND RING,RN,72
1,DIAMOND PENDANT,PN,85
1,DIAMOND,NK,110
1,DIAMOND RING,RN,79
1,DIAMOND ANKLET,AN,17
1,DIAMOND PENDANT,PN,19
1,Multi Tourmaline              ,,33
1,DIAMOND RING,RN,6
1,DIAMOND RING,RN,12
1,DIAMOND BRACELET,BT,27
1,DIAMOND PENDANT,PN,30
1,DIAMOND RING,RN,41
1,DIAMOND RING,RN,350
1,DIAMOND RING,,23
1,DIAMOND RING,RN,347
1,DIAMOND BANGLE,BN,347
1,GOLD CHAIN (18KT),DIA,347
1,DIAMOND,PN,349
1,DIAMOND RING,RN,378
1,DIAMOND RING,RN,342
1,DIAMOND RING,RN,342
1,DIAMOND RING,RN,341
1,DIAMOND BANGLE,BN,344
1,DIAMOND PENDANT,PN,365
1,DIAMOND BRACELET,BR,367
1,DIAMOND RING,RN,375
1,DIAMOND BRACELET,BT,375
1,DIAMOND NECKLACE,NK,375
1,DIAMOND RING,RN,379
1,Multi Tourmaline              ,,72
1,GOLD BRACELET,GB,69
1,GOLD NECKLACE,GN,69
1,DIAMOND RING,RN,77
1,DIAMOND RING,RN,68
1,DIAMOND BANGLE,BN,68
1,DIAMOND RING,RN,3
1,DIAMOND BANGLE,BN,3
1,DIAMOND RING,RN,67
1,DIAMOND BRACELET,BT,67
1,DIAMOND EARRING,ER,70
1,GOLD BRACELET,GB,71
1,GOLD BRACELET,GB,71
1,GOLD BANGLE,BN,73
1,GOLD BANGLE,BN,73
1,GOLD BANGLE,BN,4
1,GOLD BANGLE,BN,4
1,DIAMOND BANGLE,BN,75
1,DIAMOND BANGLE,BN,75
1,GOLD BRACELET,GB,74
1,DIAMOND RING,RN,76
1,DIAMOND RING,RN,76
1,DIAMOND RING,RN,78
1,DIAMOND RING,RN,78
1,GOLD PENDANT,PN,79
1,DIAMOND BANGLE,BN,80
1,Diamond Pendant,,81
1,DIAMOND EARRING,ER,81
1,DIAMOND BRACELET,BT,82
1,DIAMOND EARRING,ER,179
1,DIAMOND PENDANT,PN,27
1,DIAMOND RING,RN,15
1,DIAMOND RING,RN,22
1,DIAMOND PENDANT,PN,16
1,Diamond Ring,,19
1,DIAMOND BRACELET,BT,29
1,DIAMOND PENDANT,PN,31
1,DIAMOND PENDANT,PN,36
1,Multi Tourmaline              ,,23
1,DIAMOND RING,RN,2
1,DIAMOND RING,RN,2
1,DIAMOND ANKLET,AN,11
1,DIAMOND BRACELET,,15
1,DIAMOND RING,RN,18
1,DIAMOND PENDANT,PN,31
1,DIAMOND RING,RN,26
1,DIAMOND PENDANT,PN,26
1,DIAMOND EARRING,ER,26
1,DIAMOND PENDANT,PN,40
1,DIAMOND EARRING,ER,43
1,DIAMOND EARRING,ER,44
1,DIAMOND NECKLACE,NK,55
1,DIAMOND  RING,RN,57
1,DIAMOND NECKLACE,NK,58
1,Multi Tourmaline              ,,58
1,DIAMOND NECKLACE,NK,58
1,DIAMOND BANGLE,,59
1,DIAMOND RING,RN,60
1,DIAMOND ANKLET,AN,13
1,DIAMOND BRACELET,BT,22
1,DIAMOND RING,RN,22
1,DIAMOND CHOKER NECKLACE,NK,26
1,DIAMOND CHOKER NECKLACE,NK,26
1,DIAMOND EARRING,ER,29
1,DIAMOND EARRING,ER,29
1,DIAMOND CHOKER NECKLACE,NK,34
1,DIAMOND RING,RN,39
1,DIAMOND PENDANT,PN,35
1,DIAMOND EARRING,ER,35
1,DIAMOND RING,RN,118
1,DIAMOND BRACELET,BT,118
1,GOLD NECKLACE,GNK,132
1,DIAMOND PENDANT,PN,138
1,DIAMOND EARRING,ER,141
1,DIAMOND CHOKER NECKLACE,NK,213
1,DIAMOND EARRING,ER,215
1,DIAMOND RING,RN,219
1,GOLD NECKLACE WITH COLOR STONE,NK,222
1,GOLD EARRING WITH COLOR STONE,ER,222
1,GOLD BRACELET WITH COLOR STONE,BT,222
1,DIAMOND BRACELET,BT,229
1,,,260
1,DIAMOND BRACELET,BT,261
1,DIAMOND BRACELET,BR,261
1,,,266
1,DIAMOND EARRING,ER,251
1,DIAMOND PENDANT,PN,251
1,DIAMOND NECKLACE,NK,1
1,DIAMOND,BT,1
1,DIAMOND RING,RN,61
1,DIAMOND PENDANT,PN,42
1,DIAMOND RING,RN,46
1,DIAMOND,RN,57
1,DIAMOND EARRING,ER,57
1,DIAMOND PENDANT WITH CHAIN,PN,58
1,DIAMOND PENDANT,PN,59
1,DIAMOND NECKLACE,NK,73
1,DIAMOND,BT,73
1,DIAMOND RING,RN,72
1,GOLD EARRING WITH WMOP,GER,76
1,DIAMOND RING,RN,87
1,DIAMOND RING,RN,2
1,DIAMOND RING,RN,84
1,DIAMOND BRACELET,BT,1
1,GOLD PENDANT WITH MOP,PN,77
1,GOLD BRACELET,BT,77
1,DIAMOND PENDANT,PN,79
1,DIAMOND RING,RN,78
1,GOLD PENDANT,PN,80
1,DIAMOND EARRING,ER,80
1,DIAMOND RING,RN,81
1,PEARL EARRING,ER,82
1,DIAMOND PENDANT,PN,83
1,DIAMOND PENDANT,PN,83
1,DIAMOND PENDANT,PN,85
1,DIAMOND EARRING,ER,85
1,DIAMOND RING,RN,86
1,DIAMOND RING,RN,86
1,DIAMOND BARACELET,BT,86
1,DIAMOND,BN,88
1,DIAMOND EARRING,ER,274
1,DIAMOND,PN,89
1,DIAMOND RING,RN,92
1,DIAMOND BRACELET,BT,90
1,DIAMOND RING,RN,91
1,DIAMOND BRACELET,BR,91
1,GOLD CHAIN (18KT),DIA,93
1,DIAMOND PENDANT,PN,94
1,DIAMOND BRACELET,BR,94
1,DIAMOND,NK,95
1,DIAMOND EARRING,ER,96
1,DIAMOND BANGLE,BN,67
1,DIAMOND PENDANT,PN,82
1,DIAMOND PENDANT,PN,82
1,DIAMOND PENDANT,PN,82
1,DIAMOND PENDANT,PN,82
1,DIAMOND PENDANT,PN,82
1,DIAMOND PENDANT,PN,82
1,Multi Tourmaline              ,,82
1,DIAMOND PENDANT,PN,82
1,DIAMOND PENDANT,PN,82
1,DIAMOND PENDANT,PN,82
1,DIAMOND PENDANT,PN,70
1,DIAMOND EARRING,ER,71
1,DIAMOND EARRING,ER,71
1,DIAMOND BRACELET,BT,72
1,DIAMOND RING,RN,81
1,GOLD NECKLACE,,83
1,GOLD EARRING WITH WMOP,GER,83
1,DIAMOND NECKLACE,NK,383
1,DIAMOND CHOKER NECKLACE,NK,384
1,DIAMOND PENDANT,PN,386
1,Multi Tourmaline              ,,414
1,DIAMOND RING,RN,388
1,DIAMOND PENDANT,PN,107
1,DIAMOND BRACELET,BT,109
1,DIAMOND RING,RN,109
1,Diamond Earring,,104
1,DIAMOND,NK,104
1,DIAMOND EARRING,ER,101
1,DIAMOND RING,RN,101
1,DIAMOND RING,RN,103
1,Multi Tourmaline              ,,111
1,DIAMOND RING,RN,110
1,DIAMOND EARRING,ER,49
1,DIAMOND RING,RN,49
1,DIAMOND EARRING,ER,49
1,DIAMOND PENDANT,PN,47
1,,,51
1,DIAMOND EARRING,ER,62
1,DIAMOND RING,RN,60
1,DIAMOND SUITI,SUT,59
1,DIAMOND RING,RN,92
1,DIAMOND,PN,90
1,DIAMOND BANGLE,,90
1,DIAMOND PENDANT,PN,91
1,DIAMOND CHOKER NECKLACE,NK,95
1,DIAMOND RING,RN,97
1,GOLD EARRING,ER,155
1,DIAMOND EARRING,ER,146
1,DIAMOND EARRING,ER,146
1,DIAMOND PENDANT,PN,146
1,DIAMOND PENDANT,PN,146
1,DIAMOND PENDANT,PN,151
1,DIAMOND RING,RN,151
1,DIAMOND EARRING,ER,156
1,DIAMOND ANKLET,AN,158
1,DIAMOND PENDANT,PN,166
1,DIAMOND EARRING,ER,472
1,DIAMOND PENDANT,PN,473
1,DIAMOND PENDANT,PN,111
1,DIAMOND RING,RN,87
1,DIAMOND RING,RN,87
1,DIAMOND,PN,98
1,GOLD EARRING WITH FUCHSIA QUARTZ,ER,86
1,Multi Tourmaline              ,,97
1,DIAMOND NECKLACE,NK,107
1,DIAMOND EARRING,ER,107
1,DIAMOND RING,RN,95
1,DIAMOND RING,RN,101
1,DIAMOND,BN,88
1,GOLD  RING,RN,88
1,DIAMOND PENDANT,PN,89
1,DIAMOND NECKLACE,NK,71
1,GOLD EARRING WITH PEARL AND COLOR STONE,ER,72
1,GOLD  NECKLACE WITH PEARL AND COLOR STON,NK,72
1,DIAMOND,BT,75
1,DIAMOND RING,RN,75
1,DIAMOND,BT,75
1,DIAMOND,BT,75
1,DIAMOND BRACELET,BT,77
1,DIAMOND BRACELET,BT,85
1,DIAMOND RING,RN,86
1,DIAMOND PENDANT,PN,83
1,DIAMOND EARRING,ER,83
1,DIAMOND EARRING,ER,46
1,DIAMOND PENDANT,PN,59
1,DIAMOND RING,RN,63
1,DIAMOND EARRING,ER,70
1,DIAMOND BRACELET,BT,71
1,DIAMOND,PN,73
1,DIAMOND,PN,73
1,DIAMOND EARRING,ER,74
1,DIAMOND RING,RN,79
1,DIAMOND,PN,123
1,DIAMOND EARRING,ER,120
1,DIAMOND RING,RN,122
1,DIAMOND BRACELET,BT,126
1,DIAMOND RING,RN,127
1,DIAMOND CHOKER NECKLACE,NK,133
1,DIAMOND RING,RN,136
1,DIAMOND EARRING,ER,136
1,,,133
1,DIAMOND RING,RN,133
1,DIAMOND,PN,2
1,DIAMOND,ER,20
1,DIAMOND BARACELET,BT,58
1,DIAMOND BANGLE,BN,14
1,DIAMOND EARRING,ER,1
1,DIAMOND,PN,1
1,GOLD BRACELET,GB,16
1,DIAMOND RING,RN,24
1,DIAMOND PENDANT,PN,24
1,DIAMOND EARRING,ER,24
1,DIAMOND RING,RN,36
1,DIAMOND RING,RN,49
1,DIAMOND RING,RN,56
1,DIAMOND EARRING,ER,24
1,DIAMOND PENDANT,PN,207
1,DIAMOND PENDANT,PN,207
1,DIAMOND EARRING,ER,207
1,DIAMOND EARRING,ER,208
1,DIAMOND EARRING,ER,208
1,DIAMOND RING,RN,202
1,DIAMOND EARRING,ER,199
1,DIAMOND PENDANT,PN,199
1,DIAMOND RING,RN,199
1,DIAMOND PENDANT,PN,196
1,DIAMOND PENDANT,PN,11
1,DIAMOND RING,RN,209
1,DIAMOND PENDANT,PN,10
1,DIAMOND PENDANT,PN,195
1,DIAMOND RING,RN,194
1,DIAMOND EARRING,,197
1,DIAMOND  RING,RN,201
1,DIAMOND PENDANT,PN,204
1,DIAMOND EARRING,ER,204
1,DIAMOND,PN,206
1,DIAMOND BRACELET,BT,212
1,DIAMOND,BN,75
1,DIAMOND,NK,75
1,DIAMOND RING,RN,66
1,DIAMOND BRACELET,BT,67
1,DIAMOND EARRING,ER,76
1,DIAMOND PENDANT,PN,76
1,CHOKER NECKLACE,NK,76
1,DIAMOND BANGLE,BN,78
1,DIAMOND BRACELET,BR,82
1,DIAMOND BRACELET,BR,84
1,DIAMOND ANKLET,AN,88
1,DIAMOND PENDANT,PN,95
1,DIAMOND RING,RN,120
1,DIAMOND RING,RN,139
1,,,123
1,DIAMOND BRACELET,BR,136
1,DIAMOND,PN,121
1,DIAMOND,BT,122
1,DIAMOND PENDANT,PN,128
1,DIAMOND BRACELET,BT,130
1,DIAMOND NECKLACE,NK,131
1,DIAMOND NECKLACE,NK,131
1,DIAMOND RING,RN,138
1,DIAMOND BRACELET,BT,138
1,DIAMOND EARRING,ER,139
1,DIAMOND RING,RN,139
1,DIAMOND PENDANT,PN,139
1,DIAMOND BRACELET,BT,139
1,DIAMOND EARRING,ER,143
1,Multi Tourmaline              ,,89
1,DIAMOND NECKLACE,NK,89
1,Multi Tourmaline              ,,89
1,DIAMOND RING,RN,11
1,DIAMOND RING,RN,177
1,DIAMOND BRACELET,BT,188
1,DIAMOND PENDENT,PN,188
1,GOLD EARRING,GER,188
1,DIAMOND EARRING,ER,192
1,DIAMOND BRACELET,BT,192
1,DIAMOND PENDANT,PN,192
1,Multi Tourmaline              ,,176
1,Multi Tourmaline              ,,176
1,DIAMOND RING,RN,176
1,DIAMOND EARRING,ER,191
1,DIAMOND,RN,184
1,DIAMOND EARRING,ER,184
1,DIAMOND RING,RN,186
1,DIAMOND BANGLE,BN,287
1,DIAMOND RING,RN,287
1,GOLD NECKLACE WITH COLOR STONE,NK,288
1,GOLD BRACELET WITH COLOR STONE,BT,288
1,GOLD EARRING WITH COLOR STONE,ER,288
1,DIAMOND EARRING,ER,299
1,DIAMOND EARRING,GER,318
1,DIAMOND EARRING,ER,321
1,DIAMOND PENDANT,PN,321
1,DIAMOND RING,RN,321
1,DIAMOND RING,RN,14
1,DIAMOND RING,RN,327
1,DIAMOND RING,RN,49
1,DIAMOND RING,RN,49
1,Diamond  Earring,ER,64
1,Diamond Ring(MR019575),,255
1,DIAMOND EARRING,ER,15
1,DIAMOND EARRING,ER,260
1,DIAMOND RING,RN,237
1,DIAMOND PENDANT,PN,258
1,DIAMOND PENDANT,PN,235
1,Multi Tourmaline              ,,249
1,DIAMOND PENDANT,PN,250
1,DIAMOND BRACELET,BT,17
1,DIAMOND BANGLE,BN,8
1,DIAMOND RING,RN,8
1,DIAMOND RING,RN,612
1,DIAMOND BANGLE,BN,612
1,DIAMOND BANGLE,BN,612
1,DIAMOND EARRING,ER,224
1,DIAMOND PENDANT,NK,223
1,DIAMOND EARRING,ER,233
1,DIAMOND RING,RN,541
1,DIAMOND BRACELET,BT,635
1,DIAMOND EARRING,ER,603
1,DIAMOND SET (NK+ER+RN+BT),,181
1,DIAMOND,RN,181
1,DIAMOND,RN,181
1,DIAMOND RING,RN,181
1,Multi Tourmaline              ,,181
1,GOLD BRACELET,BR,65
1,DIAMOND RING,RN,538
1,,,653
1,DIAMOND PENDANT,PN,171
1,Multi Tourmaline              ,,172
1,DIAMOND BRACELET,BT,23
1,GOLD BRACELET,GB,8
1,GOLD BRACELET WITH PEARL,BT,8
1,DIAMOND RING,RN,1
1,DIAMOND BANGLE,NK,6
1,dimaond earring,ER,176
1,DIAMOND RING,RN,82
1,DIAMOND BANGLE,BN,377
1,DIAMOND BANGLE,BN,381
1,DIAMOND EARRING,ER,391
1,DIAMOND EARRING,ER,428
1,DIAMOND EARRING,ER,428
1,DIAMOND RING,RN,380
1,DIAMOND RING,RN,389
1,GOLD PENDANT,PN,408
1,GOLD PENDANT,PN,408
1,DIAMOND RING,RN,452
1,DIAMOND RING,RN,26
1,,,448
1,DIAMOND BRACELET,BT,88
1,DIAMOND RING,RN,115
1,DIAMOND PENDANT,PN,116
1,GOLD EARRING  WITH WMOP,,89
1,DIAMOND PENDANT,PN,85
1,DIAMOND BRACELET,BT,85
1,DIAMOND PENDANT,PN,112
1,DIAMOND BRACELET,BT,102
1,DIAMOND PENDANT,PN,86
1,DIAMOND PENDANT,PN,91
1,DIAMOND RING,RN,484
1,DIAMOND EARRING,ER,485
1,DIAMOND PENDENT,PN,524
1,DIAMOND BRACELET,BT,135
1,DIAMOND EARRING,ER,122
1,GOLD BANGLE,BN,83
1,DIAMOND RING,RN,190
1,GOLD EARRING,ER,326
1,DIAMOND NECKLACE,NK,3
1,DIAMOND,BT,3
1,GOLD RING,RN,2
1,DIAMOND EARRING,ER,2
1,DIAMOND,PN,532
1,DIAMOND RING,RN,48
1,DIAMOND EARRING,ER,43
1,DIAMOND EARRING,ER,453
1,DIAMOND CHOKER NECKLACE,NK,457
1,DIAMOND CROWN,CRN,142
1,GOLD BRACELET,BT,119
1,DIAMOND RING,RN,30
1,DIAMOND BRACELET,BT,29
1,DIAMOND EARRING,ER,29
1,DIAMOND PENDANT,PN,247
1,Diamond Pendant,,248
1,Order Bracelet,,264
1,DIAMOND PENDANT,PN,271
1,DIAMOND RING,RN,273
1,DIAMOND RING,RN,1
1,DIAMOND RING,RN,91
1,DIAMOND RING,RN,91
1,DIAMOND CHOKER NECKLACE,NK,78
1,DIAMOND,PN,80
1,Multi Tourmaline              ,,91
1,DIAMOND BRACELET,BT,106
1,DIAMOND BANGLE,BN,110
1,DIAMOND CHOKER NECKLACE,NK,34
1,DIAMOND CHOKER NECKLACE,NK,38
1,DIAMOND RING,RN,39
1,DIAMOND RING,RN,227
1,DIAMOND CHOKER NECKLACE,NK,191
1,DIAMOND BRACELET,BR,220
1,DIAMOND SET (NK+BT+ER),,195
1,DIAMOND BANGLE,BN,274
1,Multi Tourmaline              ,,274
1,DIAMOND RING,RN,95
1,DIAMOND RING,RN,261
1,DIAMOND EARRING,ER,255
1,DIAMOND EARRING,ER,255
1,DIAMOND BANGLE,BN,208
1,DIAMOND BRACELET,BT,208
1,GOLD EARRING,ER,220
1,GOLD PENDANT,PN,220
1,DIAMOND RING,RN,221
1,DIAMOND  RING,RN,176
1,GOLD NECKLACE,GN,79
1,DIAMOND RING,RN,84
1,DIAMOND RING,RN,84
1,DIAMOND,ER,84
1,DIAMOND,ER,2
1,DIAMOND EARRING,ER,319
1,DIAMOND EARRING,ER,319
1,DIAMOND EARRING,ER,335
1,DIAMOND EARRING,ER,38
1,DIAMOND RING,RN,8
1,DIAMOND BRACELET,,8
1,DIAMOND BRACELET,BT,185
1,DIAMOND RING,RN,186
1,DIAMOND RING,RN,187
1,DIAMOND BRACELET,BT,195
1,DIAMOND BRACELET,BT,195
1,DIAMOND BANGLE,BN,142
1,DIAMOND BANGLE,BN,142
1,DIAMOND RING,RN,142
1,DIAMOND RING,RN,62
1,DIAMOND BRACELET,BT,59
1,DIAMOND PENDANT,NK,62
1,DIAMOND RING,,62
1,DIAMOND ANKLET,AN,73
1,DIAMOND RING,RN,42
1,DIAMOND PENDANT,PN,256
1,DIAMOND RING,RN,385
1,Multi Tourmaline              ,,392
1,GOLD BRACELET WITH COLOR STONE,BT,406
1,GOLD PENDANT WITH COLOUR STONE,GPN,406
1,GOLD EARRING WITH COLOUR STONE,GER,406
1,GOLD NECKLACE WITH COLOUR STONE,GNK,406
1,DIAMOND NECKLACE,NK,174
1,DIAMOND BRACELET,BT,282
1,DIAMOND EARRING,ER,275
1,DIAMOND EARRING,ER,51
1,DIAMOND PENDANT,PN,51
1,DIAMOND RING,RN,51
1,DIAMOND,PN,44
1,DIAMOND RING,RN,93
1,DIAMOND RING,RN,480
1,DIAMOND CHOKER NECKLACE,NK,155
1,DIAMOND RING,RN,109
1,DIAMOND RING,REP,244
1,DIAMOND RING,RN,244
1,DIAMOND BRACELET,BT,221
1,DIAMOND EARRING,,72
1,DIAMOND RING,RN,98
1,DIAMOND EARRING,ER,98
1,,,225
1,DIAMOND RING,RN,225
1,DIAMOND EARRING,ER,135
1,DIAMOND RING,RN,171
1,DIAMOND EARRING,ER,152
1,DIAMOND RING,RN,156
1,DIAMOND EARRING,ER,159
1,DIAMOND RING,RN,320
1,DIAMOND RING,RN,320
1,GLOD RING,RN,319
1,DIAMOND RING,RN,319
1,DIAMOND BARACELET,BT,234
1,DIAMOND RING,RN,230
1,DIAMOND BRACELET,BT,230
1,DIAMOND BRACELET,BT,222
1,DIAMOND RING,RN,223
1,DIAMOND RING,RN,203
1,DIAMOND BRACELET,BR,212
1,DIAMOND RING,RN,139
1,Multi Tourmaline              ,,146
1,DIAMOND BRACELET,BT,32
1,DIAMOND RING,RN,181
1,DIAMOND,NK,120
1,DIAMOND,NK,9
1,DIAMOND RING,RN,118
1,DIAMOND RING,RN,387
1,DIAMOND BANGLE,BN,411
1,GOLD  Pendant,,51
1,DIAMOND EARRING,RN,33
1,DIAMOND EARRING,ER,561
1,DIAMOND EARRING,ER,561
1,DIAMOND,BT,190
1,DIAMOND RING,RN,69
1,DIAMOND RING,RN,63
1,DIAMOND,PN,234
1,DIAMOND EARRING,ER,155
1,DIAMOND RING,RN,110
1,Multi Tourmaline              ,,234
1,DIAMOND RING,RN,216
1,DIAMOND RING,RN,560
1,DIAMOND BRACELET,BR,171
1,DIAMOND PENDANT,PN,198
1,DIAMOND RING,RN,304
1,DIAMOND EARRING,ER,10
1,DIAMOND BANGLE,BN,631
1,DIAMOND BANGLE,BN,631
1,DIAMOND NECKLACE,NK,631
1,DIAMOND BANGLE,BN,631
1,DIAMOND BANGLE,BN,631
1,Multi Tourmaline              ,,652
1,DIAMOND RING,RN,605
1,DIAMOND,PN,555
1,DIAMOND,RN,35
1,GOLD EARRING,ER,35
1,GOLD NECKLACE,NK,35
1,GOLD EARRING,ER,35
1,GOLD BRACELET,BT,35
1,GOLD BRACELET,BT,35
1,GOLD EARRING,ER,35
1,DIAMOND RING,RN,241
1,DIAMOND EARRING,ER,268
1,DIAMOND PENDANT,PN,268
1,DIAMOND BRACELET,BT,269
1,DIAMOND PENDANT,PN,270
1,DIAMOND EARRING,ER,270
1,DIAMOND,NK,6
1,PEARL EARRING,ER,6
1,DIAMOND EARRING,ER,4
1,DIAMOND BRACELET,BT,8
1,GOLD EARRING,GER,10
1,Multi Tourmaline              ,,11
1,DIAMOND RING,RN,20
1,DIAMOND BANGLE,BN,15
1,DIAMOND BRACELET,BT,15
1,GOLD BRACELET WITH COLOUR STONE,BT,15
1,DIAMOND EARRING,ER,16
1,DIAMOND PENDANT,PN,16
1,DIAMOND RING,RN,16
1,DIAMOND,NK,18
1,DIAMOND,RN,21
1,Single Diamond Earring,,22
1,DIAMOND BRACELET,BT,24
1,DIAMOND RING,RN,568
1,DIAMOND EARRING,ER,568
1,DIAMOND PENDANT,PN,568
1,DIAMOND JEWELLERY MOUNTING,ER,558
1,DIAMOND BRACELET,BT,552
1,DIAMOND CHOKER NECKLACE,NK,570
1,DIAMOND EARRING,ER,570
1,DIAMOND EARRING,ER,570
1,DIAMOND RING,RN,565
1,DIAMOND NOSEPIN,NP,577
1,DIAMOND RING,RN,589
1,DIAMOND BRACELET,BT,595
1,DIAMOND PENDANT,PN,596
1,DIAMOND RING,RN,594
1,DIAMOND BRACELET,BR,598
1,DIAMOND PENDANT,PN,142
1,DIAMOND BRACELET,BT,121
1,GOLD EARRING,ER,116
1,GOLD PENDANT,PN,116
1,DIAMOND,PN,151
1,DIAMOND EARRING,ER,133
1,DIAMOND PENDANT,PN,133
1,DIAMOND,BN,104
1,DIAMOND PENDANT,PN,110
1,DIAMOND RING,RN,147
1,DIAMOND EARRING,ER,147
1,DIAMOND PENDANT,PN,147
1,DIAMOND EARRING,ER,153
1,DIAMOND PENDANT,PN,161
1,DIAMOND BRACELET,BT,162
1,DIAMOND,BT,146
1,DIAMOND EARRING,ER,20
1,DIAMOND RING,RN,119
1,DIAMOND RING,RN,119
1,DIAMOND BRACELET,BT,105
1,DIAMOND BRACELET,BT,105
1,DIAMOND BRACELET,BT,105
1,DIAMOND CHOKER NECKLACE,NK,114
1,DIAMOND CHOKER NECKLACE,NK,114
1,DIAMOND RING,RN,1
1,DIAMOND BANGLE,BN,251
1,DIAMOND BANGLE,BN,251
1,Multi Tourmaline              ,,239
1,GOLD EARRING,GE,222
1,DIAMOND BRACELET,BT,231
1,DIAMOND NECKLACE,NK,231
1,DIAMOND BRACELET,BT,232
1,DIAMOND BRACELET,BT,232
1,Multi Tourmaline              ,,242
1,DIAMOND RING,RN,273
1,DIAMOND RING,RN,269
1,DIAMOND RING,RN,269
1,DIAMOND BRACELET,BT,96
1,DIAMOND RING,RN,116
1,DIAMOND EARRING,ER,121
1,Multi Tourmaline              ,,88
1,Diamond Ring,,89
1,DIAMOND RING,RN,93
1,DIAMOND PENDANT,PN,94
1,DIAMOND EARRING,ER,96
1,DIAMOND PENDANT,PN,96
1,DIAMOND BRACELET,BT,96
1,DIAMOND BRACELET,BT,48
1,DIAMOND RING,RN,48
1,DIAMOND EARRING,ER,58
1,DIAMOND CHOKER NECKLACE,NK,58
1,GOLD CHAIN (18KT),DIA,58
1,diamond pendant,PN,27
1,DIAMOND RING,RN,49
1,DIAMOND,PN,42
1,GOLD BRACELET,GB,34
1,GOLD BRACELET,BT,34
1,DIAMOND RING,RN,41
1,DIAMOND BRACELET,BT,41
1,DIAMOND BANGLE,BN,41
1,DIAMOND RING,RN,41
1,DIAMOND,BN,45
1,DIAMOND BRACELET,BT,46
1,DIAMOND PENDANT,PN,46
1,DIAMOND RING,RN,17
1,DIMAOND RING,RN,89
1,DIAMOND PENDANT,PN,144
1,DIAMOND RING,RN,182
1,DIAMOND PENDANT,PN,137
1,DIAMOND RING,RN,137
1,DIAMOND EARRING,ER,178
1,DIAMOND,PN,135
1,DIAMOND RING,RN,107
1,DIAMOND,PN,108
1,DIAMOND BRACELET,BR,128
1,DIAMOND PENDANT,NK,139
1,DIAMOND EARRING,ER,146
1,DIAMOND BANGLE,BN,150
1,DIAMOND EARRING,ER,152
1,DIAMOND,PN,156
1,DIAMOND RING,RN,165
1,DIAMOND ANKLET,AN,167
1,DIAMOND RING,RN,334
1,DIAMOND RING,RN,334
1,DIAMOND EARRING,ER,331
1,DIAMOND,BN,326
1,DIAMOND RING,RN,328
1,DIAMOND RING,RN,328
1,,,311
1,GOLD EARRING,ER,312
1,GOLD EARRING,ER,313
1,GOLD EARRING,ER,313
1,DIAMOND RING,RN,323
1,GOLD EARRING WITH COLOUR STONE,GER,324
1,GOLD BRACELET WITH COLOUR STONE,GBT,324
1,GOLD NECKLACE WITH COLOUR STONE,GNK,324
1,DIAMOND EARRING,ER,335
1,DIAMOND EARRING,ER,336
1,DIAMOND EARRING,ER,336
1,,,170
1,DIAMOND EARRING,ER,175
1,DIAMOND EARRING,ER,175
1,DIAMOND PENDANT,PN,175
1,DIAMOND RING,RN,175
1,DIAMOND BRACELET,BT,160
1,DIAMOND ANKLET,AN,168
1,DIAMOND BRACELET,BR,171
1,GOLD BRACELET,BR,181
1,DIAMOND CHOKER NECKLACE,NK,176
1,DIAMOND CHOKER NECKLACE,NK,159
1,DIAMOND RING,,155
